blockchain,project,version,block_month,block_date,block_time,block_number,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,evt_index
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:20,111422726,YAKA,WSEI,WSEI-YAKA,7666.595456,179.1095977,7666595456031586917820,1.7911E+20,64.84483875,0x51121bcae92e302f19d06c193c95e1f7b81a444b,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0x306e3ab2dda434c16cddee0d4d807afec4bcc317,0xdaff2df0adee507b77878caaff76b44c81a4d63b,0xdaff2df0adee507b77878caaff76b44c81a4d63b,0x64645af093796f9a84564d3ddb34dc45ca17262b33f4d7233109e2041c601931,0x306e3ab2dda434c16cddee0d4d807afec4bcc317,0x9f3b1c6b0cddfe7adadd7aadf72273b38eff0ebc,7
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:20,111422728,YAKA,WSEI,WSEI-YAKA,12103.75287,283.1250078,12103752874760228751056,2.83125E+20,102.5025778,0x51121bcae92e302f19d06c193c95e1f7b81a444b,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0x8fadffd1f3242bdd7ef4e0692898f405f8d35246,0xdaff2df0adee507b77878caaff76b44c81a4d63b,0xdaff2df0adee507b77878caaff76b44c81a4d63b,0x78059f593c6d6c21dfba66841e268d5c2899c773ffc065ea31d31767df09cfdf,0x8fadffd1f3242bdd7ef4e0692898f405f8d35246,0x9f3b1c6b0cddfe7adadd7aadf72273b38eff0ebc,7
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:19,111422660,WSEI,USDC,USDC-WSEI,204.5156835,73.796406,204515683454227102766,73796406,73.77964635,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0x3894085ef7ff0f0aedf52e2a2704928d1ec074f1,0x5cfa8db453c9904511c4ea9eb0bfc903e36b9f5f,0xfd1ca2735bc49ba8f1442059bbf44d4326f882d5,0xfd1ca2735bc49ba8f1442059bbf44d4326f882d5,0x40b86d865ef151351355e25bb93163e65e4e75710f9ba92a2f634f6568d7fbfe,0xe7798097e7171b2922bd953180ac8c3bd3421b3b,0x992b7521b928e05d78d7444cb65a77fb5bb4be5c,7
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:19,111422639,WSEI,USDC,USDC-WSEI,205.9877528,74.307728,205987752846219604043,74307728,74.3106998,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0x3894085ef7ff0f0aedf52e2a2704928d1ec074f1,0xe81bec6795e3a61341221f0a4d5c2cdfbe6a2af5,0xfd1ca2735bc49ba8f1442059bbf44d4326f882d5,0xfd1ca2735bc49ba8f1442059bbf44d4326f882d5,0xd5ce7e6bf7349284a79bbb85f1701ffe4eac7a3f7250616833bf29e3a6144bb6,0xf92f9d402f32ea0ccd8b9c2fee33afe79b741681,0xe81bec6795e3a61341221f0a4d5c2cdfbe6a2af5,7
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:18,111422494,WSEI,SEIYAN,SEIYAN-WSEI,17.94927297,820.248683,17949272965888854601,820248683,6.47525407,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0x5f0e07dfee5832faa00c63f2d33a0d79150e8598,0xe81bec6795e3a61341221f0a4d5c2cdfbe6a2af5,0x83eab1ebfb63f4e4763cbbf10542a260b49cb4a0,0x83eab1ebfb63f4e4763cbbf10542a260b49cb4a0,0x1e885f296785a2a143a676028b5bc901a372d7841fdf75e6de0c20cac3f3a79f,0x15954ad61605e22b33cb422685494a74c153ae71,0xe81bec6795e3a61341221f0a4d5c2cdfbe6a2af5,3
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:18,111422483,WSEI,USDT,USDT-WSEI,500.3261332,180.6192,500326133214369307708,180619200,180.4941535,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0xb75d0b03c06a926e488e2659df1a861f860bd3d1,0x1f0444f8b1387ec7ce6d565511dba1f43893d16d,0x6b06be53bef15f6afefc934b318be5b930afdc34,0x6b06be53bef15f6afefc934b318be5b930afdc34,0xb04dbe45024624fb08a9330f70a4db47c44e23c10ba1ac559fd0f0601c49993c,0x1f0444f8b1387ec7ce6d565511dba1f43893d16d,0x9f3b1c6b0cddfe7adadd7aadf72273b38eff0ebc,6
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:18,168137992,USDT,WKLAY,USDT-WKLAY,0.074247,0.5988859343,74247,598885934297722500,0.0742198256,0x5c13e303a62fc5dedf5b52d66873f2e59fedadc2,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0xcb567ab839ca20f7f57b2e754b16b12b4d872e24,,0xb64ba987ed3bd9808dbcc19ee3c2a3c79a977e66,0x0c946c433fd299b45a1668cb536aeccfe4967432a5e8c899fc2341d258019015,0xcb567ab839ca20f7f57b2e754b16b12b4d872e24,0x5ea3e22c41b08dd7dc7217549939d987ed410354,30
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137968,MBX,WKLAY,MBX-WKLAY,120.8724811,373,120872481058368725760,3.73E+20,46.376582,0xd068c52d81f4409b9502da926ace3301cc41f623,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0x32a488d3bdd65cdd90761a47f3b842c7b7746df2,,0xd90028cd925a310ba7471991e36f0d6499d7b864,0xe53d3bf55d2cb8789775f702626d3b0c9ae40bdb696531f18c61f7711690f152,0x63bc76b02e2b74457e0f1d9be65738a1b2b0bf5c,0x32a488d3bdd65cdd90761a47f3b842c7b7746df2,10
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137965,WKLAY,MBX,MBX-WKLAY,580.0162366,188.6792,580016236600473638191,1.88679E+20,72.11573876,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0xd068c52d81f4409b9502da926ace3301cc41f623,0x5ea3e22c41b08dd7dc7217549939d987ed410354,,0xd90028cd925a310ba7471991e36f0d6499d7b864,0xc61352ac30cf9b532199872b722a4b9a25927b5ef6460bffe2c3469cc8484ebd,0x350bb5241d99e04b041afadfde3b99faf5b195d1,0x5ea3e22c41b08dd7dc7217549939d987ed410354,3
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137965,BORA,WKLAY,BORA-WKLAY,822.8917555,580.0162366,822891755459811944716,580016236600473638191,72.11573876,0x02cbe46fb8a1f579254a9b485788f2d86cad51aa,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0x350bb5241d99e04b041afadfde3b99faf5b195d1,,0x3288aa19acdaac957dae670392b9568e39b686cd,0xc61352ac30cf9b532199872b722a4b9a25927b5ef6460bffe2c3469cc8484ebd,0x350bb5241d99e04b041afadfde3b99faf5b195d1,0x5ea3e22c41b08dd7dc7217549939d987ed410354,6
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137964,BORA,USDT,BORA-USDT,813.9237526,71,813923752611111306761,71000000,70.974014,0x02cbe46fb8a1f579254a9b485788f2d86cad51aa,0x5c13e303a62fc5dedf5b52d66873f2e59fedadc2,0x350bb5241d99e04b041afadfde3b99faf5b195d1,,0xfb6b00f575693079bf43e38c61354a88e6f30d57,0xf58c37ba0cc26eedabfca629ba01e3f11e9946daba1e8bc464ea18ecd5b50024,0x350bb5241d99e04b041afadfde3b99faf5b195d1,0x5ea3e22c41b08dd7dc7217549939d987ed410354,3
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137962,BORA,USDT,BORA-USDT,1777.4684,155,1777468399600204946642,155000000,154.94327,0x02cbe46fb8a1f579254a9b485788f2d86cad51aa,0x5c13e303a62fc5dedf5b52d66873f2e59fedadc2,0x350bb5241d99e04b041afadfde3b99faf5b195d1,,0xfb6b00f575693079bf43e38c61354a88e6f30d57,0xb21a15fe5f850cf444ff34fa7b5bdac36aad7030c6bfb54dac07d443ea7ac0e0,0x350bb5241d99e04b041afadfde3b99faf5b195d1,0x5ea3e22c41b08dd7dc7217549939d987ed410354,10
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137962,BORA,WKLAY,BORA-WKLAY,823.698064,580.5658914,823698063973866120470,580565891389504386272,72.18407954,0x02cbe46fb8a1f579254a9b485788f2d86cad51aa,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0x350bb5241d99e04b041afadfde3b99faf5b195d1,,0x3288aa19acdaac957dae670392b9568e39b686cd,0x7c48cb1c32d6f0d8871e1fdea6a2ced4faf8f769fd9b8590617bef7f3d45429b,0x350bb5241d99e04b041afadfde3b99faf5b195d1,0x5ea3e22c41b08dd7dc7217549939d987ed410354,6
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,168137962,WKLAY,MBX,MBX-WKLAY,580.5658914,188.6792,580565891389504386272,1.88679E+20,72.18407954,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0xd068c52d81f4409b9502da926ace3301cc41f623,0x5ea3e22c41b08dd7dc7217549939d987ed410354,,0xd90028cd925a310ba7471991e36f0d6499d7b864,0x7c48cb1c32d6f0d8871e1fdea6a2ced4faf8f769fd9b8590617bef7f3d45429b,0x350bb5241d99e04b041afadfde3b99faf5b195d1,0x5ea3e22c41b08dd7dc7217549939d987ed410354,3
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:17,111422332,YAKA,WSEI,WSEI-YAKA,9578.643138,223.5362517,9578643138385313903555,2.23536E+20,80.64137342,0x51121bcae92e302f19d06c193c95e1f7b81a444b,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0xe9a386990687a1ed4c89980f8633cf276b58c3f6,0xdaff2df0adee507b77878caaff76b44c81a4d63b,0xdaff2df0adee507b77878caaff76b44c81a4d63b,0x85dc4db06689a22d4fde9bdc8fb08f94be804a6fe608f2ac8341177bf6e0544c,0xe9a386990687a1ed4c89980f8633cf276b58c3f6,0x9f3b1c6b0cddfe7adadd7aadf72273b38eff0ebc,7
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:15,168137857,USDC,,,24.806319,,24806319,24834270,24.80492985,0x608792deb376cce1c9fa4d0e6b7b44f507cffa6a,0xe2053bcf56d2030d2470fb454574237cf9ee3d4b,0xa3284f5676d2fd26ce463757953b0ee5f0951716,,0x2ddaa69c2410697a26787582da7d63e7465092d1,0xbcc0a55b18002f7fbc06b9ca0abe36c1e9b1d3905fb5d129e0bccff263f761be,0x417e2ab3dd563c8b0b6c50288c7c16c0ac1fad92,0xfe94681c7f4a104c25f44f00b798dac9497d33b6,16
kaia,dragon_swap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,168137776,WKLAY,,,25.38707381,,25387073812296130418,110635443121794870000000,3.155435565,0x19aac5f612f524b754ca7e7c41cbfa2e981a4432,0x608e8512d31cae43cd8058d81e6b56203a112539,0xa777edbf43133082715d4dacb16aca53da2079d7,,0x0346a3ee21858b2bd4cf820c98545c89194ff668,0x4f40a815c915dcd5e4dc7b10df79920e622a634bc6b7c2eb70f266be3acc7052,0x25f9c540f4868ae0f8f2aa83c3f88121f7ced69d,0x4d04ca5650f07ba13124ce09a28d98e12cb00e0f,5
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273845,WETH,USDC,USDC-WETH,0.01978212045,49.671186,19782120445769390,49671186,49.60801908,0x4200000000000000000000000000000000000006,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x8e2eaef2c05ef93f424a8324b94e725eaa362f91,,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0x7cdb519004aef20f01e053218587f0a7d09b396557cbd74fb5d52b2e5d135d1e,0xbab3c6ef349b891f1a36bd82213d15783e78ff2f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,31
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273845,USDC,WBTC,USDC-WBTC,10.851047,0.00015662,10851047,15662,10.851557,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x68f180fcce6836688e9084f035309e29bf0a2095,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,,0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47,0xb216cb836c369f52106d57cecc800674d5f98fe191db694390343b2e843ff233,0x0771483e9ad0d8c452efbca3451e4e56249b64bd,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,15
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273845,WETH,DAI,DAI-WETH,0.0009915315555,2.489590962,991531555530067,2489590961983770828,2.486483512,0x4200000000000000000000000000000000000006,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0xa3128d9b7cca7d5af29780a56abeec12b05a6740,,0x95d9d28606ee55de7667f0f176ebfc3215cfd9c0,0x9e2ec8eba5e4bb3fee11862949682f23e128fe468631a74052e7c8c83524912b,0xe57f05b668a660730c6e53e7219daaee816c6a42,0x77a6c85c161fd1f70dd25c47c0510b5ea16c8e64,43
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273845,DAI,USDC,DAI-USDC,2.489590962,2.488534,2489590961983770828,2488534,2.490644059,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0xe592427a0aece92de3edee1f18e0157c05861564,,0xd28f71e383e93c570d3edfe82ebbceb35ec6c412,0x9e2ec8eba5e4bb3fee11862949682f23e128fe468631a74052e7c8c83524912b,0xe57f05b668a660730c6e53e7219daaee816c6a42,0x77a6c85c161fd1f70dd25c47c0510b5ea16c8e64,40
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273845,OP,WETH,OP-WETH,8.813993076,0.005523831378,8813993075736616112,5523831378148493,13.83796913,0x4200000000000000000000000000000000000042,0x4200000000000000000000000000000000000006,0xed9e3f98bbed560e66b89aac922e29d4596a9642,,0xc56b2bef865893da71dd95150313dbadf659f4f3,0xef527bf15779dba457c09421dcf2717800cd9400acda11c4c6393b5642510989,0x0771483e9ad0d8c452efbca3451e4e56249b64bd,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,23
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273845,UNI,WETH,UNI-WETH,6.5,0.01978212045,6.5E+18,19782120445769390,49.60801908,0x6fd9d7ad17242c41f7131d257212c54a0e816691,0x4200000000000000000000000000000000000006,0xbab3c6ef349b891f1a36bd82213d15783e78ff2f,,0x8e2eaef2c05ef93f424a8324b94e725eaa362f91,0x7cdb519004aef20f01e053218587f0a7d09b396557cbd74fb5d52b2e5d135d1e,0xbab3c6ef349b891f1a36bd82213d15783e78ff2f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,32
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273844,WETH,WBTC,WBTC-WETH,0.08461115546,0.00306347,84611155460767641,306347,212.1810868,0x4200000000000000000000000000000000000006,0x68f180fcce6836688e9084f035309e29bf0a2095,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,,0x85c31ffa3706d1cce9d525a00f1c7d4a2911754c,0xa974da42b9c01528a35b5ecf7d645836215d19a6e6a9a0b75a00c648d52d288e,0x0771483e9ad0d8c452efbca3451e4e56249b64bd,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,12
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273844,OP,WBTC,OP-WBTC,58.62011994,0.00133056,58620119943945694005,133056,92.03358831,0x4200000000000000000000000000000000000042,0x68f180fcce6836688e9084f035309e29bf0a2095,0xed9e3f98bbed560e66b89aac922e29d4596a9642,,0xf5d63f66a36be31a106631f276794223b8ce5280,0x2d981a64e86f76ad27c0759b310a88b88ea227c850298a3a940dac68495cb79e,0x0771483e9ad0d8c452efbca3451e4e56249b64bd,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,17
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273843,USDC,WBTC,USDC-WBTC,32.100498,0.0004633,32100498,46330,32.10200672,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x68f180fcce6836688e9084f035309e29bf0a2095,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,,0x394a9fcbab8599437d9ec4e5a4a0eb7cb1fd2f69,0xd21a0dbbca9e8b607c5feec1af0f72d8add58bfdbf60c3e8f8991310313ebc22,0x0771483e9ad0d8c452efbca3451e4e56249b64bd,0xeb8bae7fccc9028269177fb68e6d5c958ca59ac5,23
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273842,WLD,USDC,USDC-WLD,232.0344613,466.434607,232034461338118259982,466434607,464.0689227,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0xcd8b99ee41b2ee15ec6663eb9798ca765c469d4a,,0xdc6cb16b8d635ef255cef370263c35ac0007186a,0x2c0b843e43da93e840191a90ed2f70b72d53d474bbe5571872c5a9e4b40939e5,0xf4c2baa132722670cc0eb89c8a9329ee8f2389ed,0xcd8b99ee41b2ee15ec6663eb9798ca765c469d4a,6
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273842,WLD,USDC,USDC-WLD,684.0141445,1375,684014144460126802689,1375000000,1368.028289,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,0xd1f1bad4c9e6c44dec1e9bf3b94902205c5cd6c3,0x404fbcfa41d31353e6c0685b2709847a0e98074404bd2747bfd5bdc6b4758e81,0x61b79b1133e34d3b37df315f408d8ca899f6a473,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,3
sei,yaka,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,111421862,WSEI,USDT,USDT-WSEI,1000.477426,360.8388,1000477426119084739644,360838800,359.3484805,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0xb75d0b03c06a926e488e2659df1a861f860bd3d1,0x1f0444f8b1387ec7ce6d565511dba1f43893d16d,0x6b06be53bef15f6afefc934b318be5b930afdc34,0x6b06be53bef15f6afefc934b318be5b930afdc34,0x9062a8d0fce2a71ca32e9656a756423777b2e628dcead18a829e9462fc549d9e,0x1f0444f8b1387ec7ce6d565511dba1f43893d16d,0x9f3b1c6b0cddfe7adadd7aadf72273b38eff0ebc,6
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273840,USDC,WETH,USDC-WETH,2.490805,0.000993,2490805,993000000000000,2.490922068,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000006,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0x39008bc47fbcfb3a30943f356201bea661bbae4439651ddc6bcb9553164c9342,0xc5916eb83ec2c4a1e35ec9418d08a97c14a807ac,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,20
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273840,WETH,SETH,SETH-WETH,0.00009209400797,1.471660048,92094007967744,1471660047750044409,0.2309459857,0x4200000000000000000000000000000000000006,0xe71bdfe1df69284f00ee185cf0d95d0c7680c0d4,0x59753a25cfc436f6121a302d65af8388268bd90e,,0x94687f50a6d6d01f63a60ba5b591e8163018b512,0x169b91266dfbe09cc1408c08e4d67c4cbec1dbd9f2c4cc9d89571b87266f5c46,0x000000000029a517b824e91d083b7ac864cf0c5e,0x59753a25cfc436f6121a302d65af8388268bd90e,9
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273839,SETH,WETH,SETH-WETH,1.447050509,0.0000911,1447050509110456490,91100000000000,0.228453292,0xe71bdfe1df69284f00ee185cf0d95d0c7680c0d4,0x4200000000000000000000000000000000000006,0x8352c746839699b1fc631fddc0c3a00d4ac71a17,,0x94687f50a6d6d01f63a60ba5b591e8163018b512,0x9e2b8b29f1370f23faf78f749353e0ff6d9d35f7f182d82f8df4d5ce55237ebc,0x14228cb3d1f47c2eef797e0334433897549c985c,0x8352c746839699b1fc631fddc0c3a00d4ac71a17,6
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273837,OP,WBTC,OP-WBTC,9.571572325,0.00021721,9571572324581231115,21721,15.02736855,0x4200000000000000000000000000000000000042,0x68f180fcce6836688e9084f035309e29bf0a2095,0x11ddd59c33c73c44733b4123a86ea5ce57f6e854,,0xf5d63f66a36be31a106631f276794223b8ce5280,0xd791a6e3962065a139f2fefdd02a91d141917fd5477fe36f7f3cd95861254187,0x955954d5ac0a61b0996cced9d43e2534b0d99f5e,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,137
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273836,WETH,ZRO,WETH-ZRO,0.0008019855361,0.6,801985536061303,6E+17,2.011155168,0x4200000000000000000000000000000000000006,0x6985884c4392d348587b19cb9eaaf157f13271cd,0xe592427a0aece92de3edee1f18e0157c05861564,,0x87dddd2e152bf1955e7e03d9f23a9dcc163eebf6,0x8799c08e18ab27cff8a2853b5bca31bd8fbacf5efecac6e8025f1f5df432c45d,0xde4e383caf7659c08abc3ce29539d8ca22ee9c71,0x77a6c85c161fd1f70dd25c47c0510b5ea16c8e64,9
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273836,USDC,WETH,USDC-WETH,2.011418,0.0008019855361,2011418,801985536061303,2.011512537,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x4200000000000000000000000000000000000006,0xa3128d9b7cca7d5af29780a56abeec12b05a6740,,0x1fb3cf6e48f1e7b10213e7b6d87d4c073c7fdb7b,0x8799c08e18ab27cff8a2853b5bca31bd8fbacf5efecac6e8025f1f5df432c45d,0xde4e383caf7659c08abc3ce29539d8ca22ee9c71,0x77a6c85c161fd1f70dd25c47c0510b5ea16c8e64,12
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273835,WLD,WETH,WETH-WLD,16.90845572,0.01354564225,16908455715243952824,1.35456E+16,33.81691143,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,0x4200000000000000000000000000000000000006,0x802b65b5d9016621e66003aed0b16615093f328b,,0x2ae3d6096d8215ac2acddf30c60caa984ea5debe,0xa2f10e886e34e955d0456e836a7bc9626e54abefee0135ace060fa6534038ee4,0x28264cffe9369db93579d2370053024fb59456bb,0x802b65b5d9016621e66003aed0b16615093f328b,75
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273834,WLD,USDC,USDC-WLD,4.896993049,9.841381,4896993049341785136,9841381,9.793986099,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x64676d5f5055baa8e77e0a36c0bcbff0fb5c591b,,0xd1f1bad4c9e6c44dec1e9bf3b94902205c5cd6c3,0xcc04fb8c79753bbf6b5abfd81d70575c262ea5ac88320872071023fcbdd9f9fb,0xe197c4c6b616b91dab04c3ede02caf94db7e3684,0x087000a300de7200382b55d40045000000e5d60e,33
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273832,WETH,USDC,USDC-WETH,0.0179780483,45.14,17978048299887976,45140000,45.08391128,0x4200000000000000000000000000000000000006,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xcb1355ff08ab38bbce60111f1bb2b784be25d7e8,,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0xc20e775d4074de6225f818efc2e672ec303be3e14bfaaccf410539d0b607fc58,0x4c8c2fcfa5342e272bb918cc87b9f53aa74f75d8,0xcb1355ff08ab38bbce60111f1bb2b784be25d7e8,55
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273832,USDC,DAI,DAI-USDC,203.201145,203.327727,203201145,203327726954171181923,203.2106955,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x6a000f20005980200259b80c5102003040001068,,0xd28f71e383e93c570d3edfe82ebbceb35ec6c412,0x3d59360c1c9fdfe9834b6354aca658110c00838c0248a0c401c68c4f8c476207,0x811001539f80e79a106dc309cefcc23bc59a8571,0x794a61358d6845594f94dc1db02a252b5b4814ad,21
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273832,WETH,USDC,USDC-WETH,0.01976734314,49.631106,19767343136583381,49631106,49.57096173,0x4200000000000000000000000000000000000006,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x8e2eaef2c05ef93f424a8324b94e725eaa362f91,,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0x04797c40af30f10e2c082fcedddf98b317fe5418b058662953618aee40fc2ec1,0xbab3c6ef349b891f1a36bd82213d15783e78ff2f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,4
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273832,UNI,WETH,UNI-WETH,6.5,0.01976734314,6.5E+18,19767343136583381,49.57096173,0x6fd9d7ad17242c41f7131d257212c54a0e816691,0x4200000000000000000000000000000000000006,0xbab3c6ef349b891f1a36bd82213d15783e78ff2f,,0x8e2eaef2c05ef93f424a8324b94e725eaa362f91,0x04797c40af30f10e2c082fcedddf98b317fe5418b058662953618aee40fc2ec1,0xbab3c6ef349b891f1a36bd82213d15783e78ff2f,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,5
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:14,127273832,WLD,USDC,USDC-WLD,4.886412083,9.820081,4886412082547192225,9820081,9.772824165,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x5cbefe965047eb1afdb2375be3b16ea6ae882b1e,,0xd1f1bad4c9e6c44dec1e9bf3b94902205c5cd6c3,0x93ab9444eee9f0dd6e804567656f91b7823ba87261d98497137722ec30180243,0xe197c4c6b616b91dab04c3ede02caf94db7e3684,0x087000a300de7200382b55d40045000000e5d60e,476
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:13,127273830,SETH,WETH,SETH-WETH,1.47778683,0.000093,1477786829516913972,93000000000000,0.23321796,0xe71bdfe1df69284f00ee185cf0d95d0c7680c0d4,0x4200000000000000000000000000000000000006,0x8352c746839699b1fc631fddc0c3a00d4ac71a17,,0x94687f50a6d6d01f63a60ba5b591e8163018b512,0x5a61c4da9fdf80491da120342a68f8ddbe652c639500a25a362b5ae6e4b12c06,0x50291079b8391a32a2baa36261f2c775ed96c490,0x8352c746839699b1fc631fddc0c3a00d4ac71a17,23
